utt_id,wav_path,word_index,word_text,t_start,t_end,duration,ipa_canonical,mfa_phones,asr_phones
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,41,die,22.710,22.800,0.090,d iː,d iː,i
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,42,niemals,22.800,23.380,0.580,n iː m ɑː l s,n iː m aː l s,n ʃ aʊ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,43,gegeneinander,23.560,24.730,1.170,ɡ eː ɡ ə n aɪ n a n d ɜ,ɟ eː ɡ ə n aj n a n d ɐ,iː n ɪ n iː b ə n ʊ n n a
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,44,aufrechnen,24.760,25.160,0.400, aʊ f r ɛ ç n ə n,aw f ʁ ɛ ç n ə n,u k u j a n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,45,oder,25.160,25.310,0.150, oː d ɜ,oː d ɐ,onɡ5 n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,46,miteinander,25.510,26.170,0.660,m ɪ t aɪ n a n d ɜ,m ɪ tʰ ə n a n d ɐ,ʌ d iː n iː m aɪ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,47,messen,26.170,26.370,0.200,m ɛ s ə n,m ɛ s n̩,s
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,48,weil,26.520,26.610,0.090,v aɪ l,v aj l,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,49,sie,26.610,26.790,0.180,z iː,z iː,l
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,50,alle,26.790,27.200,0.410, a l ə,a l ə,ŋ t əɜ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,51,auf,27.200,27.400,0.200, aʊ f,aw f,onɡ5 ts.h
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,52,ihre,27.430,27.660,0.230, iː r ə,iː ʁ ə,ʌ sʲ n ʌ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,53,art,27.660,27.770,0.110, a ɾ t,aː ɐ t,n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,54,und,27.770,27.880,0.110, ʊ n t,ʊ n,u
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,55,weise,27.880,28.060,0.180,v aɪ z ə,v aj z ə,ai5
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,56,großartig,28.060,28.960,0.900,ɡ ɾ oː s a ɾ t ɪ ç,spn,b ɪ t ə n a d a m ɛ s ə n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,57,sind,29.670,30.300,0.630,z ɪ n t,z ɪ n t,a z i h i ʔ a l aː f
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,0,ja,0.840,1.060,0.220,j ɑː,j aː,i h a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,1,ich,1.060,1.130,0.070, ɪ ç,ɪ ç,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,2,koche,1.130,1.440,0.310,k ɔ x ə,spn,t aʊ x ə n
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,3,gerne,1.440,1.850,0.410,ɡ ɛ ɾ n ə,ɟ ɛ ʁ n ə,ɡ a ʔ n a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,4,und,1.850,2.010,0.160, ʊ n t,ʊ n t,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,5,zwar,2.010,2.530,0.520,ts v ɑː ɾ,ts v aː ɐ,s b aː
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,6,alles,2.650,3.160,0.510, a l ə s,a l ə s,a r ə s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,7,also,3.260,3.440,0.180, a l z oː,a l z oː,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,8,ich,3.440,3.730,0.290, ɪ ç,ɪ ç,ɹ
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,9,würde,4.130,4.440,0.310,v ʏ ɾ d ə,v ʏ ʁ d ə,h a r z
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,10,jetzt,4.440,4.770,0.330,j ɛ ts t,j ɛ ts t,ʃ u t i s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,11,keinen,4.770,5.090,0.320,k aɪ n ə n,kʰ aj n n̩,k n
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,12,fisch,5.090,5.480,0.390,f ɪ ʃ,f ɪ ʃ,s ɪ ʃ
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,13,zubereiten,5.540,6.180,0.640,ts uː b ə r aɪ t ə n,ts uː b ə ʁ aj tʰ n̩,ʔ aː m
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,14,weil,6.380,7.240,0.860,v aɪ l,v aj l,i̪5 w u5 ts.h u5 p aɪ t ə n m ai5 j ə1
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,15,das,7.240,7.420,0.180,d a s,d aː s,d a s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,16,esse,7.420,7.610,0.190, ɛ s ə,ɛ s ə,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,17,ich,7.610,7.670,0.060, ɪ ç,ɪ ç,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,18,nicht,7.670,7.850,0.180,n ɪ ç t,n ɪ ç t,s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,19,aber,8.070,8.450,0.380, ɑː b ɜ,a b ɐ,a b a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,20,ich,8.840,8.900,0.060, ɪ ç,ɪ ç,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,21,probiere,8.900,9.410,0.510,p ɾ oː b iː r ə,p ʁ ɔ b iː ʁ ə,r a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,22,alles,10.600,10.990,0.390, a l ə s,a l ə s,a l ə s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,23,gerne,11.090,11.290,0.200,ɡ ɛ ɾ n ə,ɟ ɛ ɐ n ə,d a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,24,mal,11.290,11.410,0.120,m ɑː l,m a,m a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,25,aus,11.410,11.660,0.250, aʊ s,aw s,s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,26,wenn,11.690,12.050,0.360,v ɛ n,v ɛ n,a n
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,27,ein,12.630,12.740,0.110, aɪ n,aj n,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,28,tolles,12.740,13.020,0.280,t ɔ l ə s,tʰ ɔ l ə s,t a l s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,29,rezept,13.020,13.330,0.310,r eː ts ɛ p t,ʁ ɛ ts ɛ p t,u s e
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,30,da,13.330,13.470,0.140,d ɑː,d aː,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,31,ist,13.470,13.670,0.200, ɪ s t,ɪ s,s.
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,32,oder,13.670,13.910,0.240, oː d ɜ,oː d ɐ,iɑ5 t ei5
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,33,ich,13.910,14.110,0.200, ɪ ç,ɪ ç,ɕ ei5
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,34,irgendwelche,14.110,14.450,0.340, ɪ ɾ ɡ ə n d v ɛ l ç ə,ɪ ɡ n̩ t v ɛ l ç ə,ɪ ŋ b ɛ s i
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,35,zutaten,14.450,14.840,0.390,ts uː t ɑː t ə n,ts uː tʰ aː tʰ ə n,s uː t ɑ n a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,36,habe,14.840,14.960,0.120,h ɑː b ə,h aː b ə,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,37,wo,14.960,15.020,0.060,v oː,v oː,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,38,ich,15.020,15.140,0.120, ɪ ç,ɪ ç,s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,39,denke,15.140,15.760,0.620,d ɛ ŋ k ə,d ɛ ŋ kʰ ə,d ə k a a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,40,das,15.790,15.970,0.180,d a s,d aː s,a s
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,41,mache,15.970,16.140,0.170,m a x ə,m a x ə,m a r
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,42,ich,16.140,16.240,0.100, ɪ ç,ɪ ç,t
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,43,jetzt,16.240,16.500,0.260,j ɛ ts t,j ɛ ts t,e ts
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,44,mache,16.810,17.110,0.300,m a x ə,m a x ə,b a
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,45,ich,17.140,17.250,0.110, ɪ ç,ɪ ç,
71259,C:\PY\pronuncise_research\mfa_corpus_german\71259.wav,46,das,17.250,17.690,0.440,d a s,d aː s,t a s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,0,die,1.620,1.690,0.070,d iː,d iː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,1,frage,1.690,1.910,0.220,f r ɑː ɡ ə,f ʁ aː ɡ ə,f ɑ d
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,2,ist,1.910,2.000,0.090, ɪ s t,ɪ s,s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,3,seltsam,2.000,2.710,0.710,z ɛ l t z ɑː m,z ɛ l t z aː m,ɛ l ts a m
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,4,die,2.710,3.190,0.480,d iː,d ɪ,t j
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,5,arbeit,3.390,4.150,0.760, a ɾ b aɪ t,a ʁ b aj t,h a b aɪ t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,6,in,4.230,4.430,0.200, ɪ n,ɪ n,i n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,7,der,4.430,4.670,0.240,d ɛ ɾ,d eː ʁ,d a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,8,digitalen,4.670,5.320,0.650,d iː ɡ iː t ɑː l ə n,d ɪ ɟ ɪ tʰ aː l n̩,d ə ɡ iː t a n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,9,welt,5.320,5.610,0.290,v ɛ l t,v ɛ l t,a l e
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,10,ist,5.960,6.550,0.590, ɪ s t,ɪ s,e s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,11,könnte,7.960,8.260,0.300,k œ n t ə,cʰ œ n tʰ ə,k ʌ n t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,12,gemeint,8.260,8.660,0.400,ɡ ə m aɪ n t,ɡ ə m aj n t,ɡ ə m aɪ n t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,13,sein,8.660,9.140,0.480,z aɪ n,z aj n,s aɪ n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,14,wie,9.450,9.690,0.240,v iː,v iː,v i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,15,sehe,9.690,10.150,0.460,z eː ə,z eː ə,ts i5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,16,ich,10.150,10.550,0.400, ɪ ç,ɪ ç,e
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,17,die,10.680,11.200,0.520,d iː,d ɪ,e m t i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,18,zukunft,11.230,11.820,0.590,ts uː k ʊ n f t,ts uː kʰ ʊ m f t,uː k ʊ m s t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,19,der,11.820,12.160,0.340,d ɛ ɾ,d eː ʁ,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,20,menschen,12.660,13.400,0.740,m ɛ n ʃ ə n,m ɛ n ʃ ə n,m ɛ n ʃ ə
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,21,die,13.400,13.630,0.230,d iː,d iː,t i5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,22,arbeiten,13.630,14.170,0.540, a ɾ b aɪ t ə n,a b aj tʰ n̩,aː b n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,23,oder,14.170,14.440,0.270, oː d ɜ,oː d ɐ,t ai5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,24,ob,14.870,15.090,0.220, ɔ p,ɔ p,ɑ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,25,menschen,15.090,15.440,0.350,m ɛ n ʃ ə n,m ɛ n ʃ ə n,m ɛ n tʃ ə n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,26,noch,15.440,15.610,0.170,n ɔ x,n ɔ x,f
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,27,arbeit,15.610,15.910,0.300, a ɾ b aɪ t,a b aj t,a b ɛ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,28,finden,15.910,16.270,0.360,f ɪ n d ə n,f ɪ n d n̩,s ɪ n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,29,in,16.270,16.430,0.160, ɪ n,ɪ n,i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,30,der,16.430,16.540,0.110,d ɛ ɾ,d eː ʁ,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,31,digitalen,16.540,17.080,0.540,d iː ɡ iː t ɑː l ə n,d ɪ ɟ ɪ tʰ aː l n̩,d iː ɡ iː t ɜ aɪ l ə n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,32,welt,17.080,17.340,0.260,v ɛ l t,v ɛ l t,aː d
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,33,oder,17.340,17.630,0.290, oː d ɜ,oː d ɐ,u d a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,34,ob,17.970,18.130,0.160, ɔ p,ɔ p,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,35,ich,18.130,18.210,0.080, ɪ ç,ɪ ç,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,36,das,18.210,18.380,0.170,d a s,d aː s,t a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,37,so,18.380,18.480,0.100,z oː,z oː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,38,sehe,18.480,18.920,0.440,z eː ə,z eː ə,z i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,39,aber,19.530,19.750,0.220, ɑː b ɜ,a b ɐ,a b a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,40,man,19.750,19.900,0.150,m a n,m a n,b a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,41,könnte,19.900,20.240,0.340,k œ n t ə,cʰ œ n tʰ ə,kh əɜ n t ɑu5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,42,auch,20.240,20.490,0.250, aʊ x,aw x,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,43,denken,20.520,21.280,0.760,d ɛ ŋ k ə n,d ɛ ŋ kʰ ə n,d aɪ n k ə t ə
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,44,ob,21.680,22.120,0.440, ɔ p,oː b eː,m aː ɹ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,45,die,22.150,22.570,0.420,d iː,d ɪ,l
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,46,frage,23.220,23.450,0.230,f r ɑː ɡ ə,f ʁ aː ɡ ə,a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,47,so,23.790,23.870,0.080,z oː,z oː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,48,gemeint,23.870,24.220,0.350,ɡ ə m aɪ n t,ɡ ə m aj n t,t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,49,ist,24.220,24.390,0.170, ɪ s t,ɪ s t,i f
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,50,als,24.390,24.660,0.270, a l s,a l s,a ɡ iː z
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,51,ob,24.660,24.740,0.080, ɔ p,ɔ p,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,52,ich,24.740,24.780,0.040, ɪ ç,ɪ ç,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,53,mir,24.780,24.910,0.130,m iː ɾ,m ə,m
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,54,eine,24.910,25.110,0.200, aɪ n ə,aj n ə,d
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,55,zukunft,25.110,25.460,0.350,ts uː k ʊ n f t,ts uː kʰ ʊ n f t,s a d
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,56,in,25.460,25.640,0.180, ɪ n,ɪ n,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,57,der,25.980,26.090,0.110,d ɛ ɾ,d eː ʁ,a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,58,digitalen,26.090,26.560,0.470,d iː ɡ iː t ɑː l ə n,d ɪ ɟ ɪ tʰ aː l n̩,ts ɑu5 w n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,59,welt,26.560,27.820,1.260,v ɛ l t,v ɛ l t,a b i ʃ m iː a a n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,60,zu,28.200,28.520,0.320,ts uː,ts uː,tsh u5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,61,arbeiten,28.570,28.800,0.230, a ɾ b aɪ t ə n,a b aj tʰ n̩,u
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,62,vorstellen,29.750,30.130,0.380,f oː ɾ ʃ t ɛ l ə n,f oː ɐ ʃ t ɛ l n̩,n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,63,könnte,30.130,30.920,0.790,k œ n t ə,cʰ œ n tʰ ə,d ɛ d iː ɡ iː t a n v ɛ l
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,64,beides,31.020,31.510,0.490,b aɪ d ə s,b aj d ə s,ɑ5 p ai5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,65,schwer,31.510,31.680,0.170,ʃ v eː ɾ,ʃ v eː ɐ,onɡ5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,66,zu,31.680,31.780,0.100,ts uː,ts uː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,67,beantworten,31.780,32.440,0.660,b ə a n t v ɔ ɾ t ə n,b ə a n t v ɔ ʁ tʰ ə n,t ai5 n ph əɜ n t ə1
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,68,ja,33.040,33.230,0.190,j ɑː,j aː,a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,69,natürlich,33.230,33.600,0.370,n ɑː t yː ɾ l ɪ ç,n a tʰ yː l ɪ ç,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,70,könnte,34.760,35.200,0.440,k œ n t ə,cʰ œ n tʰ ə,aɪ ɾ ɪ s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,71,ich,35.200,35.360,0.160, ɪ ç,ɪ ç,s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,72,mir,35.360,35.420,0.060,m iː ɾ,m ə,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,73,eine,35.420,35.510,0.090, aɪ n ə,aj n ə,s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,74,arbeit,35.570,35.910,0.340, a ɾ b aɪ t,a b aj t,v a n t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,75,in,35.910,36.220,0.310, ɪ n,ɪ n,a t ə n d iː
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,76,der,36.470,37.150,0.680,d ɛ ɾ,d eː ʁ,tɕ ɑu5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,77,digitalen,37.240,38.050,0.810,d iː ɡ iː t ɑː l ə n,d ɪ ɟ ɪ tʰ aː l n̩,ɛ v ə j a a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,78,welt,38.510,38.840,0.330,v ɛ l t,v ɛ l t,n a t o ʃ k
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,79,vorstellen,38.840,39.200,0.360,f oː ɾ ʃ t ɛ l ə n,f oː ɐ ʃ t ɛ l n̩,ə5 n ɕ m ɪ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,80,und,39.200,39.260,0.060, ʊ n t,ʊ n,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,81,auch,39.260,39.420,0.160, aʊ x,aw x,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,82,ja,39.420,39.480,0.060,j ɑː,j aː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,83,es,39.480,39.800,0.320, ɛ s,ɛ s,d i n ħ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,84,wird,39.800,41.080,1.280,v ɪ ɾ t,v ɪ ɐ t,ɪ k iː t a n b ə l ə k v ɔ s t ɛ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,85,weiterhin,41.450,42.160,0.710,v aɪ t ɜ h ɪ n,v aj tʰ ɐ ç ɪ n,oː d ə n t aʊ x j a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,86,arbeit,42.160,42.530,0.370, a ɾ b aɪ t,a ʁ b aj t,ɑ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,87,geben,42.730,43.160,0.430,ɡ eː b ə n,ɟ eː b ə n,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,88,die,43.500,43.890,0.390,d iː,d iː,a s f i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,89,von,43.890,44.060,0.170,f ɔ n,f ɔ n,s p a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,90,menschen,44.060,44.630,0.570,m ɛ n ʃ ə n,m ɛ n ʃ ə n,d a h i n ʔ a b a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,91,sowie,44.750,45.710,0.960,z oː v iː,z oː v ɪ,eː p ə d iː
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,92,aber,46.400,46.490,0.090, ɑː b ɜ,a b ɐ,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,93,auch,46.490,46.520,0.030, aʊ x,aw,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,94,wahrscheinlich,46.520,49.050,2.530,v ɑː ɾ ʃ aɪ n l ɪ ç,v aː ɐ ʃ aj n l ɪ ç,f ɔ l m ɛ n ʃ ə n z oː v iː a b ɜ ɔ x ə b a ʃ a n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,95,vieles,49.050,49.620,0.570,f iː l ə s,f iː l ə s,f iː l əɜ n s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,96,von,49.620,49.970,0.350,f ɔ n,f ɔ n,f a n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,97,digitalen,50.050,50.820,0.770,d iː ɡ iː t ɑː l ə n,d ɪ ɟ ɪ tʰ aː l ə n,a b l ɪ k i t ɑː l ə n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,98,mitbewohnern,52.810,53.470,0.660,m ɪ t b ə v oː n ɜ n,m ɪ t b ə v oː n ɐ n,m ɪ t b oː v oː n h
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,99,der,53.470,53.640,0.170,d ɛ ɾ,d eː ʁ,t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,100,welt,53.640,53.900,0.260,v ɛ l t,v ɛ l t,v ɛ l t
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,101,übernommen,54.200,54.650,0.450, yː b ɜ n ɔ m ə n,yː b ɐ n ɔ m n̩,iː v ɛ n a m
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,102,werden,54.650,54.900,0.250,v ɛ ɾ d ə n,v eː ɐ d n̩,ɛ n
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,103,also,55.300,55.460,0.160, a l z oː,a l z oː,a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,104,die,55.460,55.540,0.080,d iː,d iː,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,105,frage,55.540,56.140,0.600,f r ɑː ɡ ə,f ʁ aː ɡ ə,a ʔ a m
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,106,ist,57.590,57.900,0.310, ɪ s t,ɪ s t,t i5
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,107,schwierig,57.900,58.130,0.230,ʃ v iː r ɪ ç,ʃ v iː ʁ ɪ ç,j a
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,108,sehr,58.130,58.250,0.120,z eː ɾ,z eː ɐ,i
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,109,schwierig,58.250,58.750,0.500,ʃ v iː r ɪ ç,ʃ v iː ʁ ɪ ç,a ɡ e s
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,110,und,58.750,58.810,0.060, ʊ n t,ʊ n,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,111,sehr,58.810,58.970,0.160,z eː ɾ,z eː ɐ,
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,112,schwammig,58.970,60.850,1.880,ʃ v a m ɪ ç,ʃ v a m ɪ k,ç ts ɛ ʃ v iː r ə ç oː ə n z ɛ
71261,C:\PY\pronuncise_research\mfa_corpus_german\71261.wav,113,formuliert,62.380,62.790,0.410,f ɔ ɾ m uː l iː ɾ t,f ɔ m ʊ l iː ɐ t,l a m i ʃ
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,0,das,1.920,2.160,0.240,d a s,d aː s,a n
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,1,ist,2.160,2.220,0.060, ɪ s t,ɪ s,
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,2,auch,2.220,2.260,0.040, aʊ x,aw x,
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,3,nicht,2.260,2.630,0.370,n ɪ ç t,n ɪ ç t,l iɜ ŋ
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,4,ganz,2.880,3.090,0.210,ɡ a n ts,ɡ a n ts,d e s
71263,C:\PY\pronuncise_research\mfa_corpus_german\71263.wav,5,einfach,3.210,3.340,0.130, aɪ n f a x,aj n f a x,s
